Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
1052270,7062798,0062x00000F3bZ0AAJ,0012800001YJKIEAA5,17,16.0,Vehicle Expenses,10,500,10.571,Weekly,Loan Paid,2675,1824,1,5
1051882,7051203,0062x00000F3TxxAAF,0012x00000XOXdXAAX,9,7.0,Medical Expenses,10,200,9.857,Weekly,Loan Paid,2667,3836,1,5
1051855,7051042,0062x00000F3TOvAAN,0012x00000g9tygAAA,10,8.0,Home Maintenance & Repairs,7,500,7.0,Weekly,Loan Paid,1611,1589,1,5
1050926,7031862,0062x00000F3EezAAF,0012x000005TO9PAAW,51,50.0,Living Expenses,10,500,10.0,Weekly,Loan Paid,1033,2010,4,5
1050129,7008129,0062x00000F2wmcAAB,0012x00000BGVybAAH,13,12.0,Vehicle Expenses,6,500,6.286,Weekly,Loan Paid,192,1841,1,5
5174224,7006658,0062x00000F2vC9AAJ,0012x00000NwriRAAR,16,15.0,Vehicle Expenses,10,200,10.286,Weekly,Loan Paid,2303,3640,1,5
1049663,6995704,0062x00000F2mwAAAR,0012x00000LQ1U5AAL,9,7.0,Living Expenses,10,500,10.571,Weekly,Loan Paid,2055,1126,1,5
1049651,6995597,0062x00000F2mozAAB,0012x00000OJ291AAD,11,10.0,Travel Expenses,6,500,6.571,Weekly,Loan Paid,2453,1822,1,5
1045973,6923163,0062x00000F1oicAAB,0012x00000c9MtOAAU,6,4.0,Medical Expenses,10,300,10.571,Weekly,Loan Paid,2643,856,1,5
1045588,6916498,0062x00000F1j0sAAB,0010K00001swa9WQAQ,7,6.0,Vehicle Expenses,6,500,6.571,Weekly,Loan Paid,1689,3573,1,5
1045364,6910136,0062x00000F1e2pAAB,0012x00000MhDnIAAV,7,4.0,Living Expenses,10,500,9.857,Weekly,Loan Paid,2199,4290,1,5
1045122,6908177,0062x00000F1cWXAAZ,0010K00001ofBWXQA2,11,10.0,Vehicle Expenses,6,500,5.714,Weekly,Loan Paid,14,1199,1,5
1044939,6900626,0062x00000F1XRfAAN,0012x00000GbAlpAAF,7,5.0,Medical Expenses,8,500,7.857,Weekly,Loan Paid,2644,1453,1,5
1044769,6897983,0062x00000F1UxhAAF,0012x00000Rre6TAAR,10,6.0,Living Expenses,10,500,10.0,Weekly,Loan Paid,1393,661,1,5
5173735,6896928,0062x00000F1TX0AAN,0012x00000OKZ7eAAH,12,10.0,Child Expenses,10,500,10.0,Weekly,Loan Paid,2522,3536,1,5
1044265,6893708,0062x00000F1QmEAAV,0012x00000KKdeeAAD,10,8.0,Medical Expenses,10,500,9.714,Weekly,Loan Paid,209,218,1,5
1043798,6883971,0062x00000F1InAAAV,0012x00000fmNDlAAM,7,5.0,Vehicle Expenses,8,500,9.143,Weekly,Loan Paid,566,53,1,5
1043562,6877610,0062x00000F8mR6AAJ,0010K00001zH0NBQA0,21,20.0,Home Maintenance & Repairs,10,500,9.857,Weekly,Loan Paid,1285,3742,1,5
1043405,6871571,0062x00000F8gtiAAB,0012x00000SI4XwAAL,7,5.0,Travel Expenses,8,500,8.143,Weekly,Loan Paid,1765,1103,1,5
1041751,6844057,0062x00000Ezv78AAB,0012x00000TtbovAAB,8,5.0,Relocation Expenses,7,500,7.571,Weekly,Loan Paid,2386,4541,1,5
1041744,6843970,0062x00000Ezv1KAAR,0012x00000LRguXAAT,11,9.0,Vehicle Expenses,10,500,9.714,Weekly,Loan Paid,2873,1657,1,5
1041528,6840960,0062x00000EzrbrAAB,0012x00000SG8bVAAT,6,4.0,Home Maintenance & Repairs,7,500,7.286,Weekly,Loan Paid,811,81,1,5
1041211,6834597,0062x00000Ezn6rAAB,0012800001IzG58AAF,27,25.0,Travel Expenses,10,500,10.571,Weekly,Loan Paid,1410,3180,2,5
1042401,6834405,0062x00000EzmxKAAR,0012x00000G29qUAAR,6,4.0,Travel Expenses,10,200,10.429,Weekly,Loan Paid,1044,1829,1,5
1041136,6833917,0062x00000EzmXRAAZ,0012800001SDTycAAH,11,9.0,Living Expenses,6,500,5.857,Weekly,Loan Paid,920,796,1,5
1040807,6824924,0062x00000Ezg0iAAB,0012x00000AE9DvAAL,8,5.0,Living Expenses,10,500,9.857,Weekly,Loan Paid,1533,149,1,5
1040728,6824920,0062x00000Ezg6eAAB,0010K00001uHgnMQAS,16,15.0,Home Maintenance & Repairs,10,500,9.857,Weekly,Loan Paid,501,1654,1,5
1040626,6823895,0062x00000EzelAAAR,0012x00000KMvy7AAD,10,8.0,Medical Expenses,7,500,6.857,Weekly,Loan Paid,2245,3510,1,5
1040473,6823052,0062x00000EzdgPAAR,0012x00000Gcrn0AAB,6,5.0,Living Expenses,10,500,9.714,Weekly,Loan Paid,1549,3504,1,5
5173360,6822742,0062x00000EzdSgAAJ,0012x00000XOY6cAAH,9,7.0,Medical Expenses,6,250,5.714,Weekly,Loan Paid,1740,2772,1,5
1040397,6820536,0062x00000EzbTEAAZ,0012x00000Gd5kUAAR,9,7.0,Living Expenses,6,500,6.0,Weekly,Loan Paid,1922,1632,1,5
1039670,6812450,0062x00000EzUQCAA3,0012x00000cjWIWAA2,8,6.0,Life Event Expenses,9,500,8.857,Weekly,Loan Paid,2564,3860,1,5
1039650,6812112,0062x00000EzU5iAAF,0012x00000c8l8jAAA,7,5.0,Living Expenses,7,500,7.143,Weekly,Loan Paid,1138,1246,1,5
1039602,6801884,0062x00000EzLGvAAN,0012x00000Mj4tbAAB,10,8.0,Living Expenses,10,500,9.857,Weekly,Loan Paid,160,3979,1,5
1038783,6799544,0062x00000EzI5ZAAV,0012x00000WYmCcAAL,7,5.0,Vehicle Expenses,7,500,7.286,Weekly,Loan Paid,713,4119,1,5
1038458,6788726,0062x00000Ez9vmAAB,0012x00000RqICRAA3,12,10.0,Living Expenses,10,500,10.143,Weekly,Loan Paid,1119,143,1,5
1038210,6783350,0062x00000Ez5kQAAR,0012x00000g9tygAAA,10,7.0,Medical Expenses,7,500,6.571,Weekly,Loan Paid,1611,4527,1,5
1038024,6781341,0062x00000Ez3ViAAJ,0012x00000IM8esAAD,7,6.0,Living Expenses,8,700,8.286,Weekly,Loan Paid,2512,1475,1,5
1037941,6777963,0062x00000Ez0SdAAJ,0010K00001y9OTDQA2,33,32.0,Home Maintenance & Repairs,8,500,7.714,Weekly,Loan Paid,2093,1012,3,5
1037675,6773817,0062x00000EyuryAAB,0012x00000OyqkhAAB,9,7.0,Medical Expenses,9,1000,8.571,Weekly,Loan Paid,2810,4116,1,5
1037680,6771570,0062x00000Eyv3HAAR,0012x00000WXuXPAA1,10,6.0,Home Maintenance & Repairs,10,700,9.714,Weekly,Loan Paid,665,1566,1,5
1037194,6759904,0062x00000EymEGAAZ,0012x00000OJ291AAD,11,9.0,Travel Expenses,7,750,7.0,Weekly,Loan Paid,2453,4553,1,5
1036636,6750174,0062x00000EydHaAAJ,0012x00000ILuGUAA1,9,7.0,Travel Expenses,8,500,8.0,Weekly,Loan Paid,1406,2319,1,5
1036052,6744166,0062x00000EyXDDAA3,0012x00000XEo2tAAD,8,7.0,Vehicle Expenses,10,500,10.143,Weekly,Loan Paid,1149,4341,1,5
1035691,6732447,0062x00000EyNReAAN,0012x00000RqO8IAAV,8,5.0,Living Expenses,7,500,7.286,Weekly,Loan Paid,2061,3909,1,5
1035372,6726644,0062x00000EyJQlAAN,0010K00001cAXHUQA4,7,5.0,Home Maintenance & Repairs,10,500,10.143,Weekly,Loan Paid,2045,2349,1,5
5172763,6726255,0062x00000EyIvxAAF,0010K000023NmY9QAK,40,38.0,Vehicle Expenses,10,500,10.429,Weekly,Loan Paid,2100,19,3,5
1035207,6724330,0062x00000EyGquAAF,0010K00001u1aAQQAY,21,18.0,Living Expenses,10,500,10.0,Weekly,Loan Paid,927,3399,1,5
1035131,6723092,0062x00000EyFAlAAN,0010K00001rl36FQAQ,9,7.0,Furniture or Appliances,10,500,11.143,Weekly,Loan Paid,770,2885,1,5
1034973,6715605,0062x00000EyB1sAAF,0010K00002AS7zWQAT,9,8.0,Furniture or Appliances,8,500,8.286,Weekly,Loan Paid,1912,345,1,5
1034932,6714596,0062x00000EyA7CAAV,0012x00000Tt9UCAAZ,9,7.0,Vehicle Expenses,10,500,10.286,Weekly,Loan Paid,901,1177,1,5
1034893,6714333,0062x00000Ey9mJAAR,0012800001ZtS6TAAV,35,33.0,Living Expenses,6,500,6.429,Weekly,Loan Paid,1970,3080,3,5
1034843,6713872,0062x00000Ey9DxAAJ,0012x00000XO5ysAAD,9,6.0,Living Expenses,10,500,10.429,Weekly,Loan Paid,1067,4507,1,5
1034482,6705840,0062x00000Ey218AAB,0012x00000OxxGcAAJ,10,8.0,Home Maintenance & Repairs,9,500,8.857,Weekly,Loan Paid,595,2609,1,5
1034320,6702563,0062x00000Exz6fAAB,0012800001Vq4aEAAR,22,21.0,Travel Expenses,7,750,7.429,Weekly,Loan Paid,580,3041,2,5
1034281,6698974,0062x00000ExwELAAZ,0012800001I18vwAAB,33,31.0,Vehicle Expenses,10,500,9.714,Weekly,Loan Paid,1585,1970,2,5
1034243,6697976,0062x00000ExvokAAB,0012800001SDUFgAAP,19,18.0,Vehicle Expenses,6,500,5.714,Weekly,Loan Paid,2249,1127,1,5
1034090,6696286,0062x00000ExtuHAAR,0010K00001ffFyJQAU,38,36.0,Home Maintenance & Repairs,8,500,7.714,Weekly,Loan Paid,2244,3722,3,5
1034001,6695241,0062x00000ExskpAAB,0010K00001c9lWuQAI,8,6.0,Medical Expenses,10,500,9.857,Weekly,Loan Paid,2588,2255,1,5
1033786,6685824,0062x00000ExmVBAAZ,0012x00000KMA2KAAX,14,12.0,Medical Expenses,6,750,5.571,Weekly,Loan Paid,2,3529,1,5
1033508,6683637,0062x00000ExjjLAAR,0012x00000Tt4mUAAR,15,13.0,Living Expenses,6,500,5.714,Weekly,Loan Paid,571,3917,1,5
1033564,6683584,0062x00000ExjfxAAB,0012x00000G2k7MAAR,15,13.0,Living Expenses,8,500,8.143,Weekly,Loan Paid,2013,3291,1,5
1033417,6682162,0062x00000Exi8xAAB,0012x00000G1yBdAAJ,11,10.0,Vehicle Expenses,10,750,9.714,Weekly,Loan Paid,2094,1142,1,5
1033453,6682072,0062x00000ExguDAAR,0012x00000SFydhAAD,7,4.0,Travel Expenses,8,500,7.714,Weekly,Loan Paid,289,2879,1,5
1033239,6679418,0062x00000Exg8xAAB,0010K00001eJh0xQAC,13,11.0,Vehicle Expenses,6,500,5.857,Weekly,Loan Paid,1024,185,1,5
5172503,6673886,0062x00000ExbDXAAZ,0012x000002aVhFAAU,14,11.0,Medical Expenses,10,400,9.857,Weekly,Loan Paid,1262,4188,1,5
1033091,6673790,0062x00000Exb6lAAB,0012x00000OxkKRAAZ,11,8.0,Travel Expenses,10,500,9.857,Weekly,Loan Paid,361,806,1,5
5172496,6673181,0062x00000ExaOhAAJ,0012x00000TJHStAAP,7,6.0,Medical Expenses,5,200,5.0,Weekly,Loan Paid,801,3603,1,5
1032588,6662857,0062x00000ExRVFAA3,0012800001Zs6BrAAJ,32,31.0,Child Expenses,10,200,10.143,Weekly,Loan Paid,1951,1133,3,5
1032364,6661541,0062x00000ExQAaAAN,0010K000029HSUdQAO,8,4.0,Living Expenses,9,500,9.0,Weekly,Loan Paid,1799,4081,0,5
1032319,6661208,0062x00000ExPlpAAF,0012x00000OxmLHAAZ,8,4.0,Medical Expenses,10,500,10.143,Weekly,Loan Paid,1631,3098,0,5
1032085,6659235,0062x00000ExMxzAAF,0012x00000LPvvrAAD,7,5.0,Home Maintenance & Repairs,6,500,6.286,Weekly,Loan Paid,1628,757,1,5
1032017,6657089,0062x00000ExLOUAA3,0010K00001g7iB1QAI,52,51.0,Veterinary Expenses,10,500,11.143,Weekly,Loan Paid,1412,1992,5,5
5172378,6646734,0062x00000ExDNTAA3,0012x00000RqCPfAAN,10,9.0,Other Expenses,10,350,10.429,Weekly,Loan Paid,269,946,1,5
1031484,6645851,0062x00000ExCRQAA3,0012x00000BHCDjAAP,10,9.0,Vehicle Expenses,10,500,10.429,Weekly,Loan Paid,1543,202,1,5
1031280,6638530,0062x00000Ex7MtAAJ,0012x00000PwzW7AAJ,10,8.0,Living Expenses,6,500,6.286,Weekly,Loan Paid,102,3322,1,5
1031051,6636207,0062x00000Ex4mKAAR,0012x00000GakMdAAJ,12,10.0,Vehicle Expenses,10,300,10.429,Weekly,Loan Paid,897,2899,1,5
1030843,6634271,0062x00000Ex2XsAAJ,0012x00000G15nVAAR,7,6.0,Vehicle Expenses,8,1000,8.429,Weekly,Loan Paid,432,3936,1,5
1030867,6634269,0062x00000Ex2hIAAR,0012x00000FFWgeAAH,13,11.0,Child Expenses,10,500,10.429,Weekly,Loan Paid,2315,2913,1,5
1030897,6634103,0062x00000Ex2YkAAJ,0012x00000SHoYsAAL,7,5.0,Medical Expenses,10,500,10.429,Weekly,Loan Paid,2474,3140,1,5
1030828,6633967,0062x00000Ex2KVAAZ,0012x00000WY42iAAD,6,4.0,Home Maintenance & Repairs,6,500,6.429,Weekly,Loan Paid,882,2673,1,5
1030816,6632047,0062x00000Ex0rjAAB,0012x00000IPeGMAA1,15,13.0,Veterinary Expenses,10,300,10.429,Weekly,Loan Paid,1673,2838,1,5
1032214,6630051,0062x00000Ewz3LAAR,0012x00000NRHSGAA5,9,7.0,Home Maintenance & Repairs,10,500,9.571,Weekly,Loan Paid,789,1739,1,5
1030807,6630039,0062x00000Ewz4XAAR,0012x00000XKdcGAAT,7,4.0,Living Expenses,10,400,10.571,Weekly,Loan Paid,2378,1508,1,5
1030568,6627680,0062x00000EwvsGAAR,0012x00000XDwQEAA1,8,4.0,Living Expenses,10,500,10.571,Weekly,Loan Paid,61,1782,0,5
1030548,6627261,0062x00000EwwQuAAJ,0012x00000BFKtEAAX,7,5.0,Vehicle Expenses,10,500,9.857,Weekly,Loan Paid,1418,4394,1,5
1030494,6623289,0062x00000EwtiRAAR,0012800001SDlbkAAD,9,6.0,Living Expenses,10,550,10.0,Weekly,Loan Paid,2304,2050,1,5
1030144,6620292,0062x00000EwqogAAB,0012x00000TsopiAAB,7,6.0,Veterinary Expenses,10,500,10.571,Weekly,Loan Paid,40,3544,1,5
1030326,6620076,0062x00000EwpCAAAZ,0012x00000WWRStAAP,8,6.0,Living Expenses,10,500,9.714,Weekly,Loan Paid,435,2336,1,5
1030105,6619419,0062x00000EwqAvAAJ,0012x00000KMfA8AAL,8,7.0,Living Expenses,10,300,10.0,Weekly,Loan Paid,1900,3565,1,5
1029949,6611877,0062x00000EwlELAAZ,0010K0000272unoQAA,8,6.0,Vehicle Expenses,10,500,9.857,Weekly,Loan Paid,322,2205,1,5
1029691,6609898,0062x00000EwiyeAAB,0012800001YHRp8AAH,7,4.0,Living Expenses,10,500,10.571,Weekly,Loan Paid,846,2743,1,5
1029654,6609702,0062x00000EwilpAAB,0012x00000INC8zAAH,23,22.0,Living Expenses,6,500,5.714,Weekly,Loan Paid,2322,2601,2,5
1029646,6609662,0062x00000EwijPAAR,0012x00000OJmZNAA1,8,7.0,Living Expenses,10,500,10.0,Weekly,Loan Paid,2757,4227,1,5
5172231,6609364,0062x00000EwiRLAAZ,0012x00000OKZ7eAAH,12,9.0,Vehicle Expenses,10,500,10.0,Weekly,Loan Paid,2522,3996,1,5
1029493,6608148,0062x00000EwhBlAAJ,0012x00000cKACFAA4,7,6.0,Vehicle Expenses,10,500,10.143,Weekly,Loan Paid,1598,246,1,5
1029393,6605445,0062x00000EwfVAAAZ,0012x00000KLluDAAT,12,10.0,Travel Expenses,6,750,6.0,Weekly,Loan Paid,351,2074,1,5
1029080,6599688,0062x00000EwaIaAAJ,0010K000020IT9FQAW,10,8.0,Home Maintenance & Repairs,10,500,10.143,Weekly,Loan Paid,1512,4350,1,5
1028883,6597981,0062x00000EwYSJAA3,0012x00000FGNWfAAP,10,9.0,Travel Expenses,10,500,10.0,Weekly,Loan Paid,2829,476,1,5
1029027,6592004,0062x00000EwUb2AAF,0012x00000cAVJsAAO,9,6.0,Other Expenses,10,500,9.857,Weekly,Loan Paid,813,3773,1,5
1028502,6589037,0062x00000EwRkzAAF,0010K00001wTs1oQAC,7,6.0,Furniture or Appliances,10,700,10.0,Weekly,Loan Paid,1696,1164,1,5
1028583,6588979,0062x00000EwRdpAAF,0012x000002aH0YAAU,15,14.0,Life Event Expenses,10,500,10.143,Weekly,Loan Paid,1946,3204,1,5
1028999,6587765,0062x00000EwQVKAA3,0010K00002CNX97QAH,7,4.0,Living Expenses,10,500,10.0,Weekly,Loan Paid,2316,290,1,5
1028323,6587457,0062x00000EwQB0AAN,0012x00000bmvQGAAY,6,4.0,Veterinary Expenses,7,800,8.143,Weekly,Loan Paid,2425,3196,1,5
1028156,6585277,0062x00000EwO6mAAF,0012x00000SHuddAAD,9,8.0,Vehicle Expenses,10,500,10.143,Weekly,Loan Paid,658,105,1,5
5171992,6579037,0062x00000EwJuIAAV,0012x00000dzBr0AAE,6,4.0,Repay Existing Debt,8,500,9.143,Weekly,Loan Paid,1007,3327,1,5
1027845,6576941,0062x00000EwH5zAAF,0012x000002e5UQAAY,13,11.0,Life Event Expenses,10,500,10.286,Weekly,Loan Paid,108,4330,1,5
1027788,6576233,0062x00000EwGptAAF,0012x00000Wrq4eAAB,6,5.0,Living Expenses,10,500,10.143,Weekly,Loan Paid,2681,2001,1,5
1027677,6574642,0062x00000EwFR8AAN,0012x00000NRwgYAAT,8,7.0,Medical Expenses,10,500,10.286,Weekly,Loan Paid,560,387,1,5
1027577,6567651,0062x00000EwBbhAAF,0010K00001igOErQAM,27,24.0,Other Expenses,10,500,10.429,Weekly,Loan Paid,895,4415,2,5
1027553,6567529,0062x00000EwBM4AAN,0010K00002CP2NJQA1,18,16.0,Home Maintenance & Repairs,6,500,6.429,Weekly,Loan Paid,1739,3161,1,5
1027530,6567340,0062x00000EwB5NAAV,0012x00000RrHypAAF,8,6.0,Living Expenses,10,500,10.429,Weekly,Loan Paid,2641,108,1,5
1027418,6566138,0062x00000EwA8jAAF,0012x00000OKCI9AAP,7,5.0,Vehicle Expenses,10,500,10.429,Weekly,Loan Paid,825,2773,1,5
1028761,6561279,0062x00000Ew5PdAAJ,0010K00001zH3PPQA0,23,22.0,Medical Expenses,10,500,10.571,Weekly,Loan Paid,2637,1840,2,5
1027024,6557988,0062x00000EfH5RAAV,0012x00000IPjnwAAD,6,4.0,Medical Expenses,10,500,10.429,Weekly,Loan Paid,2758,4100,1,5
5171832,6557454,0062x00000EfGc5AAF,0010K000021WhciQAC,10,9.0,Home Maintenance & Repairs,10,500,9.714,Weekly,Loan Paid,1595,2956,1,5
1026907,6556754,0062x00000EfFY0AAN,0012800001WZBu6AAH,31,29.0,Living Expenses,10,450,10.571,Weekly,Loan Paid,2300,559,2,5
1026810,6551764,0062x00000EfCiYAAV,0012x00000TurDkAAJ,6,4.0,Medical Expenses,6,750,5.714,Weekly,Loan Paid,1747,2930,1,5
1027132,6550740,0062x00000EfBhKAAV,0012800001SDTAhAAP,23,22.0,Medical Expenses,10,500,10.714,Weekly,Loan Paid,2401,3266,2,5
1026662,6548142,0062x00000Ef9PyAAJ,0012x00000XEEVnAAP,7,5.0,Other Expenses,10,500,9.857,Weekly,Loan Paid,392,2919,1,5
1026450,6547990,0062x00000Ef9LvAAJ,0012x00000LQ1h4AAD,9,8.0,Living Expenses,7,300,7.571,Weekly,Loan Paid,1310,1732,1,5
1026476,6547171,0062x00000Ef8jsAAB,0012x000004TbjTAAS,20,18.0,Travel Expenses,10,1000,10.571,Weekly,Loan Paid,2087,2582,1,5
1026353,6540670,0062x00000Ef5NxAAJ,0010K00001rkvZhQAI,6,5.0,Home Maintenance & Repairs.,10,500,9.714,Weekly,Loan Paid,1697,2518,1,5
1027387,6538059,0062x00000Ef3WIAAZ,0010K00001xjvpfQAA,6,5.0,Medical Expenses,7,350,7.143,Weekly,Loan Paid,1857,3850,1,5
5171731,6537665,0062x00000Ef35hAAB,0012x000002b9DgAAI,12,10.0,Medical Expenses,6,500,5.857,Weekly,Loan Paid,729,1488,1,5
1026025,6535845,0062x00000Ef13OAAR,0012x00000fltEkAAI,11,6.0,Vehicle Expenses,10,500,10.714,Weekly,Loan Paid,1096,3689,1,5
1025929,6535670,0062x00000Ef0tJAAR,0012x00000ACfOvAAL,11,9.0,Vehicle Expenses,6,500,5.857,Weekly,Loan Paid,281,3571,1,5
1025771,6533568,0062x00000EeykjAAB,0010K000021XzUfQAK,13,12.0,Child Expenses,10,500,10.571,Weekly,Loan Paid,2355,3176,1,5
1025652,6532720,0062x00000EeyEnAAJ,0012800001SDU1vAAH,9,7.0,Living Expenses,9,500,8.857,Weekly,Loan Paid,1144,1153,1,5
1025651,6532370,0062x00000Eey1jAAB,0012x00000LQKZZAA5,13,11.0,Life Event Expenses,10,450,10.0,Weekly,Loan Paid,366,3108,1,5
5171629,6523809,0062x00000EerjHAAR,0012x00000OwehMAAR,17,15.0,Veterinary Expenses,10,200,10.0,Weekly,Loan Paid,1897,1552,1,5
1025124,6522807,0062x00000EeqefAAB,0010K00001xkF8SQAU,20,19.0,Living Expenses,7,1000,6.857,Weekly,Loan Paid,2320,1028,1,5
1024913,6514326,0062x00000EekMlAAJ,0012x00000ckiLjAAI,6,4.0,Vehicle Expenses,10,500,10.0,Weekly,Loan Paid,2818,3304,1,5
5171543,6512841,0062x00000Eej3mAAB,0012x00000IPiRlAAL,14,13.0,Home Maintenance & Repairs,10,250,10.0,Weekly,Loan Paid,1555,868,1,5
1024976,6512811,0062x00000Eej6BAAR,0010K00001mfUGvQAM,19,18.0,Living Expenses,10,500,10.286,Weekly,Loan Paid,104,4313,1,5
1024811,6511373,0062x00000EehJiAAJ,0012800001WKjDBAA1,20,18.0,Home Maintenance & Repairs,10,500,10.0,Weekly,Loan Paid,2136,4298,1,5
5171503,6510782,0062x00000EegcjAAB,0010K0000240NIxQAM,10,8.0,Medical Expenses,10,500,10.429,Weekly,Loan Paid,2766,817,1,5
1024341,6506878,0062x00000EecA3AAJ,0012x00000THiYaAAL,12,9.0,Home Maintenance & Repairs,10,500,10.0,Weekly,Loan Paid,433,4435,1,5
1024333,6504510,0062x00000Eec46AAB,0012x00000GbAlpAAF,7,4.0,Medical Expenses,8,500,8.286,Weekly,Loan Paid,2644,3930,1,5
1024332,6503985,0062x00000EebMrAAJ,0010K000020H8TxQAK,14,12.0,Life Event Expenses,8,500,8.286,Weekly,Loan Paid,356,1675,1,5
1024195,6499756,0062x00000EeZEfAAN,0012x00000SFiGbAAL,7,5.0,Medical Expenses,10,500,10.286,Weekly,Loan Paid,2859,1754,1,5
5171466,6497452,0062x00000EeWckAAF,0010K000023ObotQAC,35,33.0,Living Expenses,8,500,8.429,Weekly,Loan Paid,1714,1973,3,5
1023872,6495554,0062x00000EeV3ZAAV,0012x00000THQoKAAX,6,4.0,Medical Expenses,10,500,10.143,Weekly,Loan Paid,434,1415,1,5
1023841,6494549,0062x00000EeUTVAA3,0012x00000d8goTAAQ,7,4.0,Life Event Expenses,10,500,10.286,Weekly,Loan Paid,242,4421,1,5
1023682,6486019,0062x00000EePHeAAN,0012x00000Tttr2AAB,6,5.0,Living Expenses,9,1000,9.429,Weekly,Loan Paid,2686,3414,1,5
1023630,6485501,0062x00000EeOhgAAF,0012x00000Vf0HoAAJ,7,6.0,Vehicle Expenses,10,300,10.286,Weekly,Loan Paid,2446,4295,1,5
1023115,6478148,0062x00000EeHlqAAF,0012x00000NQr0aAAD,17,15.0,Vehicle Expenses,10,500,9.714,Weekly,Loan Paid,2192,1478,1,5
1024156,6476252,0062x00000EeG5yAAF,0012x00000Gd86eAAB,10,8.0,Medical Expenses,10,500,10.571,Weekly,Loan Paid,1237,2583,1,5
1022944,6475075,0062x00000EeEWtAAN,0010K00001yq1YwQAI,7,6.0,Living Expenses,10,500,9.714,Weekly,Loan Paid,479,4520,1,5
1022774,6471317,0062x00000EeCR8AAN,0010K00001ofBWXQA2,11,9.0,Living Expenses,6,500,5.714,Weekly,Loan Paid,14,3378,1,5
1022668,6470683,0062x00000EeBbUAAV,0012x00000INbGgAAL,10,7.0,Child Expenses,10,500,10.571,Weekly,Loan Paid,1604,477,1,5
1022664,6470457,0062x00000EeC5VAAV,0010K00001xijaUQAQ,11,9.0,Living Expenses,10,500,10.571,Weekly,Loan Paid,2628,162,1,5
1022512,6468900,0062x00000EeB2gAAF,0010K00001uGTVCQA4,21,18.0,Vehicle Expenses,10,500,9.714,Weekly,Loan Paid,1940,391,1,5
5171302,6468832,0062x00000EeB0KAAV,0010K000029IL4rQAG,17,15.0,Vehicle Expenses,10,500,10.714,Weekly,Loan Paid,2636,1512,1,5
1022465,6467904,0062x00000EeAV7AAN,0012x00000XO3xVAAT,9,6.0,Furniture or Appliances,10,500,9.714,Weekly,Loan Paid,1137,2510,1,5
5171299,6467663,0062x00000EeAN8AAN,0012x00000dc3hWAAQ,7,4.0,Vehicle Expenses,10,500,10.571,Weekly,Loan Paid,364,2119,1,5
1022398,6461726,0062x00000Ee6dqAAB,0012x00000INCePAAX,8,6.0,Vehicle Expenses,10,500,10.0,Weekly,Loan Paid,623,1005,1,5
1022157,6459626,0062x00000Ee3EPAAZ,0012x00000LPTWbAAP,8,6.0,Vehicle Expenses,10,750,9.714,Weekly,Loan Paid,2396,3950,1,5
1022169,6459200,0062x00000Ee33uAAB,0012x00000ILogBAAT,7,5.0,Living Expenses,7,500,6.714,Weekly,Loan Paid,2230,634,1,5
1021946,6456692,0062x00000EdzzBAAR,0012x00000LQ6Q1AAL,7,4.0,Child Expenses,10,500,10.0,Weekly,Loan Paid,1347,3730,1,5
1021758,6452711,0062x00000Edx5NAAR,0010K00001j6v43QAA,17,14.0,Medical Expenses,10,500,10.0,Weekly,Loan Paid,1242,2011,1,5
1022385,6450008,0062x00000EdtFdAAJ,0012x00000g9Q0xAAE,6,4.0,Child Expenses,10,500,10.0,Weekly,Loan Paid,775,1398,1,5
1021103,6447382,0062x00000EdpuLAAR,0012x00000cvN9jAAE,6,4.0,Vehicle Expenses,7,500,6.857,Weekly,Loan Paid,1500,450,1,5
1021142,6446294,0062x00000EdorBAAR,0012x00000dx4CBAAY,7,4.0,Life Event Expenses,10,750,9.857,Weekly,Loan Paid,1330,3712,1,5
1020961,6445350,0062x00000EdoEJAAZ,0012x00000OyA4QAAV,14,10.0,Travel Expenses,10,500,10.0,Weekly,Loan Paid,350,3465,1,5
1020900,6441451,0062x00000EdlSrAAJ,0012x000002aDQTAA2,9,7.0,Home Maintenance & Repairs,8,500,8.0,Weekly,Loan Paid,2329,1785,1,5
1020823,6440528,0062x00000EdkNlAAJ,0012x00000WXo1hAAD,11,9.0,Living Expenses,10,500,10.143,Weekly,Loan Paid,2836,2547,1,5
1020710,6438318,0062x00000EdgpLAAR,0012x00000BIWPsAAP,10,9.0,Medical Expenses,10,500,10.286,Weekly,Loan Paid,1827,2225,1,5
1020220,6429326,0062x00000EdZiGAAV,0012x00000LShyoAAD,6,4.0,Other Expenses,10,500,10.286,Weekly,Loan Paid,1129,3915,1,5
5171029,6427411,0062x00000EdWwuAAF,0012x00000TuuXkAAJ,9,7.0,Home Maintenance & Repairs,10,400,10.429,Weekly,Loan Paid,823,2829,1,5
829530,4380195,0062x00000D1Ho0AAF,0010K00001mCz90QAC,10,7.0,Home Maintenance & Repairs,10,450,9.857,Weekly,Loan Paid,567,1491,1,5
5145856,4379713,0062x00000D1H1OAAV,0012x00000NxSwMAAV,10,7.0,Life Event Expenses,6,500,5.857,Weekly,Loan Paid,12,2142,1,5
