Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
5149687,4586317,0062x00000D9VumAAF,0010K000022OKutQAG,42,37.0,Veterinary Expenses,5,250,9.286,Fortnightly,Loan Paid,647,1700,4,6
840796,4480952,0062x00000D7NHOAA3,0010K00001exDWJQA2,42,38.0,Living Expenses,7,400,12.571,Fortnightly,Loan Paid,86,1498,4,6
1055216,7141300,0062x00000FH6YJAA1,0012800001SDU46AAH,41,40.0,Home Maintenance & Repairs,3,750,4.857,Fortnightly,Loan Paid,1163,4516,4,6
5166174,5652094,0062x00000E5P8bAAF,0010K000028glJ1QAI,41,38.0,Vehicle Expenses,7,500,12.714,Fortnightly,Loan Paid,873,3006,4,6
5163119,5337739,0062x00000DthpZAAR,0010K000027ziExQAI,41,39.0,Living Expenses,5,400,9.714,Fortnightly,Loan Paid,842,2891,4,6
5162048,5237678,0062x00000DsOmvAAF,0010K0000241nCXQAY,41,38.0,Vehicle Expenses,7,1000,14.143,Fortnightly,Loan Paid,746,2792,4,6
922981,5209888,0062x00000Dry4TAAR,0012800001SDU46AAH,41,39.0,Vehicle Expenses,7,600,13.714,Fortnightly,Loan Paid,1163,2765,4,6
921679,5196099,0062x00000DrpDfAAJ,0010K00001mCbfEQAS,41,37.0,Living Expenses,7,1000,13.143,Fortnightly,Loan Paid,215,2747,4,6
5160892,5156563,0062x00000DrIx1AAF,0010K000028glJ1QAI,41,37.0,Veterinary Expenses,5,400,10.143,Fortnightly,Loan Paid,873,2699,4,6
5160821,5154579,0062x00000DrFfoAAF,0010K0000241q83QAA,41,39.0,Travel Expenses,5,650,10.0,Fortnightly,Loan Paid,747,2693,4,6
5159334,5074381,0062x00000DZ7R8AAL,0010K000027ziExQAI,41,38.0,Living Expenses,3,400,6.571,Fortnightly,Loan Paid,842,2581,4,6
5159125,5058744,0062x00000DYsrOAAT,0010K0000241nCXQAY,41,37.0,Vehicle Expenses,3,1000,5.857,Fortnightly,Loan Paid,746,2555,4,6
900593,4987720,0062x00000DXdZGAA1,0012800001SDUHyAAP,41,39.0,Other Expenses,5,700,8.714,Fortnightly,Loan Paid,1246,2468,4,6
5157879,4970148,0062x00000DXOLVAA5,0010K000028glJ1QAI,41,36.0,Veterinary Expenses,5,400,10.143,Fortnightly,Loan Paid,873,2453,4,6
891683,4898761,0062x00000DW9PGAA1,0012800001SDUJgAAP,41,38.0,Other Expenses,3,550,5.571,Fortnightly,Loan Paid,1253,2352,4,6
879116,4790747,0062x00000DHfugAAD,0012800001SDU46AAH,41,38.0,Medical Expenses,5,500,8.857,Fortnightly,Loan Paid,1163,2081,4,6
5154431,4789017,0062x00000DHdfvAAD,0010K0000241nCXQAY,41,36.0,Vehicle Expenses,7,650,13.857,Fortnightly,Loan Paid,746,2077,4,6
5154555,4788704,0062x00000DHd9GAAT,0010K000028glJ1QAI,41,35.0,Living Expenses,5,400,10.143,Fortnightly,Loan Paid,873,2075,3,6
877651,4778823,0062x00000DHSQNAA5,0010K00001mCbfEQAS,41,36.0,Living Expenses,6,1000,12.143,Fortnightly,Loan Paid,215,2059,4,6
5148499,4532312,0062x00000D8Q2jAAF,0010K0000241q83QAA,41,38.0,Medical Expenses,7,600,13.571,Fortnightly,Loan Paid,747,1598,4,6
5147850,4501452,0062x00000D7osZAAR,0010K0000241nCXQAY,41,35.0,Vehicle Expenses,7,650,14.143,Fortnightly,Loan Paid,746,1535,3,6
1044949,6905772,0062x00000F1adIAAR,0012800001IzG5HAAV,40,38.0,Vehicle Expenses,3,500,4.857,Fortnightly,Loan Paid,1015,4355,4,6
5169760,6252912,0062x00000EOMhbAAH,0010K000023NmY9QAK,40,37.0,Living Expenses,7,500,13.0,Fortnightly,Loan Paid,689,3259,4,6
5168568,6060401,0062x00000ELmJbAAL,0010K00001zVf3QQAS,40,38.0,Living Expenses,7,500,14.429,Fortnightly,Loan Paid,521,3198,4,6
5165895,5582604,0062x00000E4ZhzAAF,0010K000023NmY9QAK,40,36.0,Vehicle Expenses,7,500,13.571,Fortnightly,Loan Paid,689,2966,4,6
943166,5479974,0062x00000DVrUTAA1,0012800001WagsMAAR,40,36.0,Vehicle Expenses,7,1000,12.857,Fortnightly,Loan Paid,1299,2333,4,6
5162029,5236978,0062x00000DsNlIAAV,0010K00001zVf3QQAS,40,37.0,Vehicle Expenses,7,500,14.143,Fortnightly,Loan Paid,521,2790,4,6
5160533,5141603,0062x00000Dr18DAAR,0010K000023NmY9QAK,40,35.0,Vehicle Expenses,5,500,10.286,Fortnightly,Loan Paid,689,2661,4,6
5156255,4887134,0062x00000DVyMoAAL,0010K000023zuGeQAI,40,36.0,Medical Expenses,6,900,11.714,Fortnightly,Loan Paid,717,2337,4,6
5156061,4878132,0062x00000DJEcbAAH,0010K00001zVf3QQAS,40,36.0,Living Expenses,5,500,9.857,Fortnightly,Loan Paid,521,2213,4,6
878907,4789717,0062x00000DHeXCAA1,0012800001SDTwaAAH,40,37.0,Life Event Expenses,7,900,13.857,Fortnightly,Loan Paid,1124,2078,4,6
873140,4742089,0062x00000DGmZlAAL,0012800001IzG4DAAV,40,38.0,Home Maintenance & Repairs,7,1200,14.0,Fortnightly,Loan Paid,1010,1997,4,6
861707,4654951,0062x00000DFBzfAAH,0012800001IzG5HAAV,40,37.0,Vehicle Expenses,7,500,13.0,Fortnightly,Loan Paid,1015,1851,4,6
849317,4561592,0062x00000D92AkAAJ,0012800001SDTwaAAH,40,36.0,Life Event Expenses,7,500,12.857,Fortnightly,Loan Paid,1124,1662,4,6
5148763,4543535,0062x00000D8f7UAAR,0010K000023zuGeQAI,40,35.0,Home Maintenance & Repairs,7,900,13.286,Fortnightly,Loan Paid,717,1621,4,6
5148146,4513785,0062x00000D84rpAAB,0010K00001zVf3QQAS,40,35.0,Medical Expenses,5,500,9.857,Fortnightly,Loan Paid,521,1571,4,6
5148082,4509059,0062x00000D7z2wAAB,0010K000023NmY9QAK,40,33.0,Other Expenses,5,500,9.143,Fortnightly,Loan Paid,689,1558,3,6
1038096,6775951,0062x00000EyyDPAAZ,0010K00001g8QO0QAM,39,37.0,Home Maintenance & Repairs,7,500,13.429,Fortnightly,Loan Paid,109,4187,4,6
5171399,6483626,0062x00000EeMlbAAF,0010K000020KBWbQAO,39,37.0,Medical Expenses,8,400,15.286,Fortnightly,Loan Paid,573,3518,4,6
998293,5992534,0062x00000EE7viAAD,0012800001YInZqAAL,39,37.0,Vehicle Expenses,5,500,10.429,Fortnightly,Loan Paid,1314,3172,4,6
5167269,5892246,0062x00000ECfOuAAL,0010K000020KBWbQAO,39,36.0,Medical Expenses,7,400,14.0,Fortnightly,Loan Paid,573,3119,4,6
5165335,5527834,0062x00000E3vXXAAZ,0010K000023NYjRQAW,39,38.0,Vehicle Expenses,3,400,5.143,Fortnightly,Loan Paid,688,2922,4,6
938351,5414235,0062x00000DV3jXAAT,0012800001YInZqAAL,39,36.0,Vehicle Expenses,3,500,4.714,Fortnightly,Loan Paid,1314,2274,4,6
5162585,5282881,0062x00000Dt2YZAAZ,0010K000020KBWbQAO,39,35.0,Vehicle Expenses,5,400,10.143,Fortnightly,Loan Paid,573,2842,4,6
5156657,4905502,0062x00000DWFm6AAH,0010K000020KBWbQAO,39,34.0,Vehicle Expenses,4,400,8.143,Fortnightly,Loan Paid,573,2359,3,6
5155559,4849691,0062x00000DIgKkAAL,0010K000023NWslQAG,39,32.0,Home Maintenance & Repairs,5,900,10.429,Fortnightly,Loan Paid,687,2175,3,6
5154973,4813923,0062x00000DI2iMAAT,0010K000023NWslQAG,39,31.0,Furniture or Appliances,6,1000,11.143,Fortnightly,Loan Paid,687,2106,3,6
856534,4619137,0062x00000DADnnAAH,0012800001YInZqAAL,39,34.0,Furniture or Appliances,7,650,14.571,Fortnightly,Loan Paid,1314,1789,3,6
5147260,4468908,0062x00000D781WAAR,0010K000023NYjRQAW,39,37.0,Vehicle Expenses,3,200,5.857,Fortnightly,Loan Paid,688,1464,4,6
834649,4425312,0062x00000D23epAAB,0012800001YInZqAAL,39,33.0,Home Maintenance & Repairs,7,550,12.857,Fortnightly,Loan Paid,1314,1394,3,6
5148796,4547179,0062x00000D8jCrAAJ,0010K000020KBWbQAO,39,33.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,573,1626,3,6
838796,4464683,0062x00000D72UEAAZ,0012800001SDUHkAAP,38,35.0,Living Expenses,7,600,14.0,Fortnightly,Loan Paid,1243,1460,4,6
5159279,5068390,0062x00000DZ2mEAAT,0010K000023Pl83QAC,37,32.0,Living Expenses,7,600,14.429,Fortnightly,Loan Paid,699,2575,3,6
5152722,4724489,0062x00000DGTQ8AAP,0010K000023Pl83QAC,37,31.0,Travel Expenses,7,1000,13.286,Fortnightly,Loan Paid,699,1968,3,6
855876,4615303,0062x00000DA9AXAA1,0010K00001eI5SvQAK,37,33.0,Travel Expenses,7,800,13.714,Fortnightly,Loan Paid,66,1782,3,6
5171431,6488761,0062x00000EeRi3AAF,0010K000022jygUQAQ,36,34.0,Medical Expenses,7,300,13.571,Fortnightly,Loan Paid,669,3531,4,6
5161650,5201542,0062x00000Drt7fAAB,0010K000021EWPRQA4,36,33.0,Other Expenses,10,500,19.714,Fortnightly,Loan Paid,587,2755,4,6
5160535,5142001,0062x00000Dr1fQAAR,0010K00002BRCZNQA5,36,33.0,Child Expenses,7,450,13.0,Fortnightly,Loan Paid,922,2663,4,6
5160206,5124990,0062x00000DZv9CAAT,0010K000022jygUQAQ,36,32.0,Medical Expenses,3,300,5.571,Fortnightly,Loan Paid,669,2639,3,6
910624,5086298,0062x00000DZJQUAA5,0012800001b1vDmAAI,36,34.0,Living Expenses,7,1000,13.286,Fortnightly,Loan Paid,1342,2590,4,6
899971,4979513,0062x00000DXX2pAAH,0010K00001cOXFpQAO,36,34.0,Home Maintenance & Repairs,5,1000,8.714,Fortnightly,Loan Paid,33,2463,4,6
5156576,4899645,0062x00000DWAqmAAH,0010K000021FJ4aQAG,36,32.0,Home Maintenance & Repairs,7,1000,13.429,Fortnightly,Loan Paid,595,2353,3,6
883485,4829376,0062x00000DIMXtAAP,0010K00001bYTRxQAO,36,33.0,Medical Expenses,5,1000,10.0,Fortnightly,Loan Paid,11,2136,4,6
5153485,4746775,0062x00000DGrLrAAL,0010K000022jygUQAQ,36,31.0,Child Expenses,6,350,12.143,Fortnightly,Loan Paid,669,2007,3,6
5151186,4646903,0062x00000DAohmAAD,0010K000021EWPRQA4,36,32.0,Furniture or Appliances,7,500,13.857,Fortnightly,Loan Paid,587,1825,3,6
846592,4534775,0062x00000D8TT9AAN,0010K00001cQNfLQAW,36,34.0,Relocation Expenses,7,1000,13.571,Fortnightly,Loan Paid,36,1604,4,6
5147600,4488752,0062x00000D7YAzAAN,0010K000022jygUQAQ,36,30.0,Living Expenses,3,200,5.714,Fortnightly,Loan Paid,669,1509,3,6
838779,4464472,0062x00000D7248AAB,0010K00001bYTRxQAO,36,32.0,Medical Expenses,5,500,10.143,Fortnightly,Loan Paid,11,1458,3,6
835964,4438322,0062x00000D2ISUAA3,0010K00001doTFnQAM,36,30.0,Furniture or Appliances,7,1300,13.714,Fortnightly,Loan Paid,60,1413,3,6
834279,4422789,0062x00000D20WJAAZ,0012800001SDUJRAA5,35,32.0,Life Event Expenses,7,500,13.714,Fortnightly,Loan Paid,1252,1387,3,6
5164963,5488552,0062x00000DVvUeAAL,0010K000022NlVQQA0,35,34.0,Vehicle Expenses,5,400,10.429,Fortnightly,Loan Paid,640,2334,4,6
5164712,5465897,0062x00000DVg2KAAT,0010K000023ObotQAC,35,32.0,Living Expenses,7,400,13.143,Fortnightly,Loan Paid,692,2314,3,6
937250,5399743,0062x00000DUtUEAA1,0012800001SDUJRAA5,35,34.0,Travel Expenses,5,500,9.714,Fortnightly,Loan Paid,1252,2255,4,6
5160813,5155141,0062x00000DrGMxAAN,0010K00001g8P0eQAE,35,32.0,Living Expenses,3,400,5.857,Fortnightly,Loan Paid,108,2696,3,6
5159996,5113611,0062x00000DZmtUAAT,0010K000022NlVQQA0,35,33.0,Life Event Expenses,3,300,6.429,Fortnightly,Loan Paid,640,2629,4,6
5159840,5104347,0062x00000DZdxzAAD,0010K000023ObotQAC,35,31.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,692,2618,3,6
907454,5055576,0062x00000DYqHvAAL,0012800001SDUJRAA5,35,33.0,Travel Expenses,3,500,6.0,Fortnightly,Loan Paid,1252,2549,4,6
5156348,4889470,0062x00000DW0KpAAL,0010K00001g8P0eQAE,35,31.0,Living Expenses,3,400,5.714,Fortnightly,Loan Paid,108,2341,3,6
5155400,4839830,0062x00000DIZc7AAH,0010K000022NlVQQA0,35,32.0,Life Event Expenses,5,400,10.429,Fortnightly,Loan Paid,640,2159,3,6
882303,4819648,0062x00000DI9lIAAT,0010K00001fdS9HQAU,35,33.0,Travel Expenses,6,1000,12.0,Fortnightly,Loan Paid,94,2116,4,6
876629,4770535,0062x00000DHHYWAA5,0012800001SDUHWAA5,35,32.0,Medical Expenses,5,400,9.429,Fortnightly,Loan Paid,1238,2037,3,6
5151272,4649324,0062x00000DAsLeAAL,0010K000023ObotQAC,35,30.0,Living Expenses,7,400,14.0,Fortnightly,Loan Paid,692,1839,3,6
5149369,4570688,0062x00000D9Cs3AAF,0010K000022NlVQQA0,35,31.0,Vehicle Expenses,4,400,8.429,Fortnightly,Loan Paid,640,1678,3,6
836713,4444371,0062x00000D2PdFAAV,0010K00001hTffuQAC,35,32.0,Medical Expenses,7,1000,13.571,Fortnightly,Loan Paid,144,1422,3,6
5148963,4554103,0062x00000D8sByAAJ,0010K00001g8P0eQAE,35,30.0,Living Expenses,3,300,6.0,Fortnightly,Loan Paid,108,1650,3,6
5146065,4394263,0062x00000D1WKgAAN,0010K000020GPe6QAG,34,30.0,Child Expenses,3,200,4.857,Fortnightly,Loan Paid,535,1342,3,6
5173287,6810467,0062x00000EzSbDAAV,0012x000002asRpAAI,34,32.0,Living Expenses,5,300,10.143,Fortnightly,Loan Paid,1368,4230,4,6
5167092,5869098,0062x00000ECI1qAAH,0010K000022MgkgQAC,34,32.0,Vehicle Expenses,8,300,16.571,Fortnightly,Loan Paid,632,3108,4,6
5166817,5820912,0062x00000E7QDtAAN,0012x000002dYSLAA2,34,32.0,Medical Expenses,8,500,15.571,Fortnightly,Loan Paid,1434,3073,4,6
5165691,5556766,0062x00000E4JwFAAV,0012x000004Tdc0AAC,34,32.0,Other Expenses,4,500,7.857,Fortnightly,Loan Paid,1550,2952,4,6
5165273,5518603,0062x00000E3oCUAAZ,0010K000020HvEmQAK,34,33.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,551,2919,4,6
5163685,5375425,0062x00000DUb2aAAD,0010K000020GPe6QAG,34,32.0,Medical Expenses,5,400,9.286,Fortnightly,Loan Paid,535,2226,4,6
5163371,5365572,0062x00000Du1LFAAZ,0010K000020HvEmQAK,34,32.0,Living Expenses,7,200,14.0,Fortnightly,Loan Paid,551,2905,4,6
5162933,5322847,0062x00000DtXPbAAN,0012x000002dYSLAA2,34,31.0,Other Expenses,5,500,10.143,Fortnightly,Loan Paid,1434,2880,3,6
5162744,5305526,0062x00000DtK4mAAF,0012x000002asRpAAI,34,30.0,Living Expenses,5,400,10.143,Fortnightly,Loan Paid,1368,2863,3,6
928523,5268852,0062x00000Dspk5AAB,0010K00001eYZemQAG,34,30.0,Other Expenses,7,1000,14.571,Fortnightly,Loan Paid,79,2833,3,6
5162044,5237537,0062x00000DsOZXAA3,0010K0000282WNtQAM,34,32.0,Vehicle Expenses,7,1000,13.286,Fortnightly,Loan Paid,857,2791,4,6
922222,5201216,0062x00000DrsoeAAB,0012800001SDUJhAAP,34,32.0,Life Event Expenses,7,850,13.714,Fortnightly,Loan Paid,1254,2754,4,6
920818,5188260,0062x00000DrjoFAAR,0012800001SlSTcAAN,34,31.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,1268,2740,3,6
5161258,5177395,0062x00000DrZxRAAV,0010K000028iP1JQAU,34,30.0,Furniture or Appliances,7,600,13.571,Fortnightly,Loan Paid,880,2722,3,6
5161189,5171262,0062x00000DrUUMAA3,0010K000022MgkgQAC,34,31.0,Vehicle Expenses,7,300,14.143,Fortnightly,Loan Paid,632,2714,3,6
5160460,5139582,0062x00000Dqy9mAAB,0012x000004Tdc0AAC,34,31.0,Other Expenses,5,500,10.143,Fortnightly,Loan Paid,1550,2658,3,6
5159138,5059777,0062x00000DYtrIAAT,0010K0000240PnTQAU,34,32.0,Living Expenses,5,900,9.857,Fortnightly,Loan Paid,725,2558,4,6
5158939,5044622,0062x00000DYdSwAAL,0010K00002BSw1KQAT,34,33.0,Medical Expenses,4,1200,11.286,Fortnightly,Loan Paid,935,2527,4,6
5158895,5040612,0062x00000DYa0GAAT,0010K000021Vul1QAC,34,31.0,Vehicle Expenses,4,400,8.0,Fortnightly,Loan Paid,612,2523,3,6
905455,5037630,0062x00000DYVNQAA5,0012800001SDUJhAAP,34,31.0,Travel Expenses,4,700,7.143,Fortnightly,Loan Paid,1254,2521,3,6
5158610,5016491,0062x00000DYAD3AAP,0012x000002dYSLAA2,34,30.0,Medical Expenses,4,500,8.143,Fortnightly,Loan Paid,1434,2502,3,6
5157483,4946223,0062x00000DWwWGAA1,0010K000020HvEmQAK,34,31.0,Living Expenses,4,400,8.0,Fortnightly,Loan Paid,551,2417,3,6
896266,4942949,0062x00000DWt2iAAD,0010K00001eYZemQAG,34,29.0,Living Expenses,7,1000,13.429,Fortnightly,Loan Paid,79,2412,3,6
5156887,4918025,0062x00000DWSu8AAH,0010K000028iP1JQAU,34,29.0,Furniture or Appliances,5,450,9.286,Fortnightly,Loan Paid,880,2379,3,6
5156498,4897372,0062x00000DW7XIAA1,0010K000022MgkgQAC,34,30.0,Living Expenses,4,300,8.143,Fortnightly,Loan Paid,632,2350,3,6
885873,4844372,0062x00000DIcblAAD,0012800001SDUJhAAP,34,30.0,Living Expenses,5,400,9.571,Fortnightly,Loan Paid,1254,2167,3,6
885032,4842192,0062x00000DIapSAAT,0010K00001cwjrvQAA,34,31.0,Home Maintenance & Repairs,5,1000,9.714,Fortnightly,Loan Paid,41,2163,3,6
5154239,4780401,0062x00000DHTSlAAP,0012x000002asRpAAI,34,29.0,Living Expenses,5,400,9.143,Fortnightly,Loan Paid,1368,2062,3,6
5153941,4767141,0062x00000DHD1nAAH,0010K000020HvEmQAK,34,30.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,551,2030,3,6
5153800,4761314,0062x00000DH5X4AAL,0010K000028fTAZQA2,34,33.0,Medical Expenses,7,1150,13.286,Fortnightly,Loan Paid,864,2022,4,6
5153391,4746759,0062x00000DGrOQAA1,0010K0000282WNtQAM,34,31.0,Life Event Expenses,7,1000,13.0,Fortnightly,Loan Paid,857,2008,3,6
868405,4704068,0062x00000DG7nWAAT,0012800001SDUBBAA5,34,32.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,1203,1946,4,6
5151655,4674095,0062x00000DFY8eAAH,0010K000020GPe6QAG,34,31.0,Child Expenses,7,200,13.571,Fortnightly,Loan Paid,535,1873,3,6
5151538,4666733,0062x00000DFQFDAA5,0012x000002dYSLAA2,34,29.0,Furniture or Appliances,7,500,13.857,Fortnightly,Loan Paid,1434,1865,3,6
5149641,4585520,0062x00000D9V55AAF,0010K000020HvEmQAK,34,29.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,551,1697,3,6
5148283,4517120,0062x00000D89UvAAJ,0010K0000240PnTQAU,34,31.0,Living Expenses,7,900,13.857,Fortnightly,Loan Paid,725,1582,3,6
5147774,4499131,0062x00000D7ldCAAR,0010K000028fTAZQA2,34,32.0,Medical Expenses,7,1150,13.286,Fortnightly,Loan Paid,864,1526,4,6
839736,4471292,0062x00000D7BZGAA3,0012800001SDTvIAAX,34,30.0,Home Maintenance & Repairs,7,1200,13.857,Fortnightly,Loan Paid,1117,1474,3,6
5147119,4460527,0062x00000D6x1qAAB,0012x000002asRpAAI,34,28.0,Living Expenses,5,300,9.143,Fortnightly,Loan Paid,1368,1444,3,6
838141,4458980,0062x00000D6v6AAAR,0012800001aOTNPAA4,34,32.0,Vehicle Expenses,7,1000,13.0,Fortnightly,Loan Paid,1337,1443,4,6
5146147,4402588,0062x00000D1eVrAAJ,0010K000020HvEmQAK,34,28.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,551,1353,3,6
5146069,4394728,0062x00000D1WmpAAF,0010K000027zdZUQAY,33,30.0,Home Maintenance & Repairs,5,250,10.571,Fortnightly,Loan Paid,841,1344,3,6
1000621,6037117,0062x00000ELUN6AAP,0012800001SDTrHAAX,33,31.0,Living Expenses,7,750,13.0,Fortnightly,Loan Paid,1109,3189,3,6
995453,5931203,0062x00000EDFITAA5,0010K00001y9OTDQA2,33,31.0,Life Event Expenses,7,500,13.571,Fortnightly,Loan Paid,469,3138,3,6
5166208,5662827,0062x00000E5YESAA3,0010K000023QBhYQAW,33,30.0,Medical Expenses,7,500,13.0,Fortnightly,Loan Paid,701,3009,3,6
940246,5440709,0062x00000DVMzKAAX,0010K00001zHrTtQAK,33,28.0,Vehicle Expenses,7,1200,13.286,Fortnightly,Loan Paid,510,2289,3,6
5163762,5398298,0062x00000DUreZAAT,0010K000020IjSIQA0,33,30.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,558,2253,3,6
5163459,5376081,0062x00000DUbp9AAD,0010K0000241Gw7QAE,33,32.0,Child Expenses,4,400,8.0,Fortnightly,Loan Paid,736,2228,4,6
5162657,5295103,0062x00000DtBcYAAV,0012x000005SQ99AAG,33,29.0,Vehicle Expenses,3,400,6.143,Fortnightly,Loan Paid,1563,2851,3,6
922247,5201981,0062x00000DrtPBAAZ,0010K00001y9OTDQA2,33,30.0,Life Event Expenses,7,500,14.0,Fortnightly,Loan Paid,469,2757,3,6
5161362,5185067,0062x00000DrhAiAAJ,0010K000023QBhYQAW,33,29.0,Medical Expenses,3,300,5.857,Fortnightly,Loan Paid,701,2730,3,6
920700,5185960,0062x00000DrhuvAAB,0012800001SDU99AAH,33,30.0,Travel Expenses,7,800,13.0,Fortnightly,Loan Paid,1190,2735,3,6
5160928,5160640,0062x00000DrLsQAAV,0010K000027zdZUQAY,33,31.0,Vehicle Expenses,3,200,4.857,Fortnightly,Loan Paid,841,2702,3,6
916016,5141782,0062x00000Dr1ReAAJ,0012x000003ESq0AAG,33,29.0,Living Expenses,3,300,6.0,Fortnightly,Loan Paid,1514,2662,3,6
5158303,4995879,0062x00000DXnc4AAD,0012x000005SQ99AAG,33,28.0,Vehicle Expenses,3,400,6.286,Fortnightly,Loan Paid,1563,2474,3,6
896535,4947804,0062x00000DWyQKAA1,0012x000003ESq0AAG,33,28.0,Living Expenses,4,500,8.143,Fortnightly,Loan Paid,1514,2424,3,6
895404,4933584,0062x00000DWjcGAAT,0012800001SDTrHAAX,33,29.0,Living Expenses,3,1100,4.857,Fortnightly,Loan Paid,1109,2406,3,6
5155172,4828752,0062x00000DILo4AAH,0010K000023QBhYQAW,33,28.0,Medical Expenses,6,500,11.714,Fortnightly,Loan Paid,701,2132,3,6
5154839,4802655,0062x00000DHqSiAAL,0010K000026PB1RQAW,33,31.0,Other Expenses,7,300,13.857,Fortnightly,Loan Paid,805,2093,3,6
874783,4754150,0062x00000DGzcGAAT,0012800001SDU1SAAX,33,29.0,Medical Expenses,5,400,9.714,Fortnightly,Loan Paid,1147,2017,3,6
874220,4746961,0062x00000DGreOAAT,0010K00001oBVIqQAO,33,30.0,Living Expenses,8,900,17.0,Fortnightly,Loan Paid,242,2009,3,6
5152896,4731782,0062x00000DGcBPAA1,0012x000005SQ99AAG,33,27.0,Vehicle Expenses,3,200,6.143,Fortnightly,Loan Paid,1563,1980,3,6
5152013,4696334,0062x00000DFyZAAA1,0010K000020IjSIQA0,33,29.0,Medical Expenses,7,350,14.143,Fortnightly,Loan Paid,558,1923,3,6
5151719,4681200,0062x00000DFg7NAAT,0010K0000241Gw7QAE,33,31.0,Living Expenses,7,250,14.143,Fortnightly,Loan Paid,736,1886,3,6
864700,4679130,0062x00000DFdc5AAD,0012x000003ESq0AAG,33,27.0,Living Expenses,7,500,14.429,Fortnightly,Loan Paid,1514,1881,3,6
864110,4673498,0062x00000DFXDnAAP,0010K00001y9OTDQA2,33,29.0,Life Event Expenses,7,500,13.571,Fortnightly,Loan Paid,469,1872,3,6
859532,4640744,0062x00000DAgFGAA1,0012800001SDTrHAAX,33,28.0,Living Expenses,7,600,13.286,Fortnightly,Loan Paid,1109,1816,3,6
843021,4501273,0062x00000D7od5AAB,0012x000003ESq0AAG,33,26.0,Living Expenses,5,500,10.286,Fortnightly,Loan Paid,1514,1534,2,6
5147783,4499729,0062x00000D7mStAAJ,0012x000005SQ99AAG,33,26.0,Vehicle Expenses,3,200,5.143,Fortnightly,Loan Paid,1563,1529,2,6
5147904,4503205,0062x00000D7rXtAAJ,0010K00001zW59dQAC,33,31.0,Medical Expenses,7,1000,14.143,Fortnightly,Loan Paid,527,1542,3,6
5172081,6598236,0062x00000EwYiqAAF,0010K000023QBhYQAW,33,31.0,Travel Expenses,7,500,13.714,Fortnightly,Loan Paid,701,3809,3,6
5168792,6096378,0062x00000EMKsSAAX,0010K000020IjSIQA0,33,31.0,Medical Expenses,7,400,14.143,Fortnightly,Loan Paid,558,3213,3,6
851117,4578539,0062x00000D9Lx3AAF,0012800001SDTrHAAX,33,27.0,Living Expenses,7,200,14.571,Fortnightly,Loan Paid,1109,1689,3,6
5148888,4549519,0062x00000D8mWkAAJ,0010K000023QBhYQAW,33,27.0,Medical Expenses,5,500,9.857,Fortnightly,Loan Paid,701,1636,3,6
833289,4415068,0062x00000D1rCyAAJ,0010K00001qioBXQAY,32,28.0,Home Maintenance & Repairs,7,1200,14.0,Fortnightly,Loan Paid,259,1378,3,6
993208,5902844,0062x00000ECqj2AAD,0012x00000KMC0TAAX,32,31.0,Furniture or Appliances,8,500,14.857,Fortnightly,Loan Paid,1993,3123,4,6
937784,5403918,0062x00000DUyJuAAL,0010K00001viSZAQA2,32,28.0,Furniture or Appliances,7,1000,13.857,Fortnightly,Loan Paid,387,2267,3,6
5163702,5390750,0062x00000DUoINAA1,0010K000022NMKSQA4,32,30.0,Living Expenses,5,400,8.857,Fortnightly,Loan Paid,636,2249,3,6
930346,5298999,0062x00000DtFZZAA3,0012x00000KMC0TAAX,32,30.0,Furniture or Appliances,7,500,13.0,Fortnightly,Loan Paid,1993,2857,3,6
923276,5211032,0062x00000Drz2HAAR,0010K00002BQxTHQA1,32,27.0,Medical Expenses,7,1000,13.0,Fortnightly,Loan Paid,920,2767,3,6
917923,5158960,0062x00000DrL6VAAV,0012800001SDU8ZAAX,32,29.0,Vehicle Expenses,7,1000,13.714,Fortnightly,Loan Paid,1184,2700,3,6
5158919,5043084,0062x00000DYbsYAAT,0012x000003CefdAAC,32,29.0,Vehicle Expenses,4,550,7.143,Fortnightly,Loan Paid,1467,2525,3,6
904694,5028328,0062x00000DYL0EAAX,0012x00000KMC0TAAX,32,29.0,Furniture or Appliances,5,500,10.429,Fortnightly,Loan Paid,1993,2515,3,6
900507,4987117,0062x00000DXcfcAAD,0010K00001hDTStQAO,32,28.0,Furniture or Appliances,4,1000,7.571,Fortnightly,Loan Paid,130,2465,3,6
5158178,4987547,0062x00000DXdKQAA1,0010K000023NUuTQAW,32,28.0,Child Expenses,3,1000,5.429,Fortnightly,Loan Paid,685,2466,3,6
